date,nav
2023-02-14,124.0916
2023-02-15,124.4506
2023-02-16,124.9714
2023-02-17,125.1119
2023-02-20,124.9814
2023-02-21,124.5172
2023-02-22,123.392
2023-02-23,123.0513
2023-02-24,123.1777
2023-02-27,122.0552
2023-02-28,122.8701
2023-03-01,123.665
2023-03-02,123.3993
2023-03-03,123.9481
2023-03-06,124.8339
2023-03-08,124.7469
2023-03-09,124.5502
2023-03-10,124.211
2023-03-13,122.7771
2023-03-14,121.7529
2023-03-15,121.8605
2023-03-16,120.9417
2023-03-17,121.446
2023-03-20,120.3344
2023-03-21,120.9953
2023-03-22,121.4156
2023-03-23,121.7065
2023-03-24,120.2745
2023-03-27,119.383
2023-03-28,118.3058
2023-03-29,120.0371
2023-03-31,121.7144
2023-04-03,122.1271
2023-04-05,122.6212
2023-04-06,122.7811
2023-04-10,122.9416
2023-04-11,123.2215
2023-04-12,123.6808
2023-04-13,123.9911
2023-04-17,124.2728
2023-04-18,124.3244
2023-04-19,124.6246
2023-04-20,125.3792
2023-04-21,125.2284
2023-04-24,125.372
2023-04-25,125.3949
2023-04-26,125.8618
2023-04-27,126.338
2023-04-28,127.1712
2023-05-02,127.3545
2023-05-03,127.493
2023-05-04,128.1846
2023-05-05,127.7371
2023-05-08,128.9877
2023-05-09,128.8274
2023-05-10,129.4546
2023-05-11,130.2851
2023-05-12,130.1433
2023-05-15,130.5259
2023-05-16,130.8127
2023-05-17,130.5682
2023-05-18,130.6447
2023-05-19,130.2383
2023-05-22,131.1264
2023-05-23,130.87
2023-05-24,130.9864
2023-05-25,131.1635
2023-05-26,131.5821
2023-05-29,131.7139
2023-05-30,131.9012
2023-05-31,132.2913
2023-06-01,132.3341
2023-06-02,132.614
2023-06-05,133.1177
2023-06-06,133.5734
2023-06-07,134.9855
2023-06-08,134.5646
2023-06-09,134.1118
2023-06-12,134.7018
2023-06-13,135.9844
2023-06-14,136.5423
2023-06-15,136.6775
2023-06-16,137.2618
2023-06-19,137.0258
2023-06-20,137.3878
2023-06-21,137.8518
2023-06-22,137.2514
2023-06-23,136.3524
2023-06-26,137.1738
2023-06-27,137.5173
2023-06-28,137.561
2023-06-30,138.0883
2023-07-03,138.6742
2023-07-04,138.2876
2023-07-05,138.9579
2023-07-06,139.6278
2023-07-07,139.5112
2023-07-10,139.4743
2023-07-11,139.9054
2023-07-12,140.8036
2023-07-13,140.3448
2023-07-14,141.0983
2023-07-17,142.205
2023-07-18,141.8948
2023-07-19,142.4317
2023-07-20,143.0615
2023-07-21,142.8064
2023-07-24,143.1832
2023-07-25,143.1863
2023-07-26,143.6188
2023-07-27,143.8359
2023-07-28,144.5824
2023-07-31,146.1582
2023-08-01,146.7457
2023-08-02,145.4234
2023-08-03,145.0795
2023-08-04,145.7129
2023-08-07,145.7272
2023-08-08,145.5002
2023-08-09,146.3293
2023-08-10,145.4723
2023-08-11,145.5881
2023-08-14,145.3391
2023-08-16,145.847
2023-08-17,145.501
2023-08-18,145.4976
2023-08-21,145.9692
2023-08-22,147.4207
2023-08-23,147.6666
2023-08-24,147.6233
2023-08-25,147.0885
2023-08-28,148.1074
2023-08-29,148.5692
2023-08-30,149.2884
2023-08-31,150.2306
2023-09-01,150.4126
2023-09-04,151.5748
2023-09-05,151.7655
2023-09-06,151.6147
2023-09-07,153.151
2023-09-08,153.8431
2023-09-11,154.9908
2023-09-12,151.6583
2023-09-13,151.9055
2023-09-14,153.1389
2023-09-15,153.193
2023-09-18,152.7061
2023-09-20,152.9313
2023-09-21,150.8272
2023-09-22,151.2597
2023-09-25,151.1966
2023-09-26,151.1526
2023-09-27,151.7553
2023-09-29,151.2497
2023-10-03,151.7295
2023-10-04,150.848
2023-10-05,151.0584
2023-10-06,151.72
2023-10-09,149.6845
2023-10-10,150.8563
2023-10-11,151.7229
2023-10-12,152.0191
2023-10-13,151.9922
2023-10-16,152.9747
2023-10-17,153.4866
2023-10-18,153.6252
2023-10-19,153.637
2023-10-20,152.8916
2023-10-23,148.0186
2023-10-25,146.7862
2023-10-26,145.453
2023-10-27,147.2793
2023-10-30,147.1974
2023-10-31,147.5626
2023-11-01,147.1546
2023-11-02,147.8192
2023-11-03,148.7205
2023-11-06,149.592
2023-11-07,150.0494
2023-11-08,150.5331
2023-11-09,150.3998
2023-11-10,150.5781
2023-11-13,151.314
2023-11-15,152.7398
2023-11-16,152.8377
2023-11-17,153.408
2023-11-20,153.9873
2023-11-21,154.9701
2023-11-22,154.4341
2023-11-23,154.3926
2023-11-24,154.683
2023-11-28,155.6451
2023-11-29,155.7105
2023-11-30,157.4314
2023-12-01,157.4176
2023-12-04,158.8101
2023-12-05,159.5041
2023-12-06,159.4849
2023-12-07,159.9568
2023-12-08,159.5553
2023-12-11,159.7954
2023-12-12,159.4436
2023-12-13,159.9402
2023-12-14,161.0609
2023-12-15,161.5428
2023-12-18,161.4356
2023-12-19,161.0618
2023-12-20,157.127
2023-12-21,158.6327
2023-12-22,159.2023
2023-12-26,159.3241
2023-12-27,159.8029
2023-12-28,159.9625
2023-12-29,161.2357
2024-01-01,161.4272
2024-01-02,162.0646
2024-01-03,162.106
2024-01-04,162.7609
2024-01-05,163.7499
2024-01-08,162.5916
2024-01-09,162.8311
2024-01-10,162.7562
2024-01-11,163.7165
2024-01-12,164.2106
2024-01-15,165.0183
2024-01-16,164.4321
2024-01-17,162.9031
2024-01-18,162.2609
2024-01-19,162.8323
2024-01-23,161.1305
2024-01-24,162.9044
2024-01-25,163.0642
2024-01-29,164.243
2024-01-30,163.8854
2024-01-31,167.0853
2024-02-01,166.5191
2024-02-02,166.8172
2024-02-05,165.8049
2024-02-06,168.0277
2024-02-07,168.7067
2024-02-08,168.6894
2024-02-09,168.0813
2024-02-12,165.3607
2024-02-13,166.3553
2024-02-14,168.0551
2024-02-15,168.783
2024-02-16,169.6879
2024-02-19,169.6421
2024-02-20,169.7975
2024-02-21,169.2609
2024-02-22,169.453
2024-02-23,170.7513
2024-02-26,170.7723
2024-02-27,171.1506
2024-02-28,169.6781
2024-02-29,169.9634
2024-03-01,171.3862
2024-03-04,172.0116
2024-03-05,171.4449
2024-03-06,168.7803
2024-03-07,169.9846
2024-03-11,168.4794
2024-03-12,166.2062
2024-03-13,160.5835
2024-03-14,162.5619
2024-03-15,162.6157
2024-03-18,163.1055
2024-03-19,162.3885
2024-03-20,162.0769
2024-03-21,165.0148
2024-03-22,166.5897
2024-03-26,166.3844
2024-03-27,167.1819
2024-03-28,167.8139
2024-03-31,167.8136
2024-04-01,171.3184
2024-04-02,172.3272
2024-04-03,173.6926
2024-04-04,174.6364
2024-04-05,175.3538
2024-04-08,175.5646
2024-04-09,175.3061
2024-04-10,176.9202
2024-04-12,175.8047
2024-04-15,174.1554
2024-04-16,174.6419
2024-04-18,174.7465
2024-04-19,175.6445
2024-04-22,177.2586
2024-04-23,178.2084
2024-04-24,179.5328
2024-04-25,180.4345
2024-04-26,180.425
2024-04-29,181.053
2024-04-30,181.4347
2024-05-02,181.828
2024-05-03,180.5829
2024-05-06,179.8196
2024-05-07,178.2565
2024-05-08,179.0846
2024-05-09,174.9782
2024-05-10,175.7796
2024-05-13,175.8048
2024-05-14,177.7655
2024-05-15,179.5407
2024-05-16,181.9138
2024-05-17,183.6697
2024-05-21,184.7749
2024-05-22,185.1718
2024-05-23,184.8647
2024-05-24,184.2296
2024-05-27,183.9672
2024-05-28,183.2963
2024-05-29,183.9199
2024-05-30,181.9907
2024-05-31,183.555
2024-06-03,186.9155
2024-06-04,178.3591
2024-06-05,183.0496
2024-06-06,186.5083
2024-06-07,189.5698
2024-06-10,192.3518
2024-06-11,193.7358
2024-06-12,195.4415
2024-06-13,196.4383
2024-06-14,198.1281
2024-06-18,198.2516
2024-06-19,197.8645
2024-06-20,198.7321
2024-06-21,198.8453
2024-06-24,198.9645
2024-06-25,199.2888
2024-06-26,198.6826
2024-06-27,197.541
2024-06-28,197.8746
2024-06-30,197.8755
2024-07-01,200.4556
2024-07-02,200.5912
2024-07-03,202.9049
2024-07-04,203.5723
2024-07-05,204.8921
2024-07-08,203.9505
2024-07-09,204.7434
2024-07-10,204.005
2024-07-11,205.3326
2024-07-12,204.3766
2024-07-15,204.2651
2024-07-16,204.6439
2024-07-18,203.6047
2024-07-19,200.7347
2024-07-22,202.0355
2024-07-23,201.7018
2024-07-24,204.4677
2024-07-25,203.7419
2024-07-26,205.4205
2024-07-29,208.2548
2024-07-30,208.6912
2024-07-31,208.4358
2024-08-01,207.8403
2024-08-02,206.2035
2024-08-05,199.5619
2024-08-06,199.0114
2024-08-07,202.0034
2024-08-08,201.0925
2024-08-09,201.5699
2024-08-12,202.1742
2024-08-13,201.6101
2024-08-14,200.5532
2024-08-16,202.8471
2024-08-19,204.1016
2024-08-20,204.2778
2024-08-21,205.6904
2024-08-22,206.1419
2024-08-23,206.3889
2024-08-26,206.7864
2024-08-27,207.4904
2024-08-28,207.8987
2024-08-29,207.0499
2024-08-30,208.4168
2024-08-31,208.4167
2024-09-02,208.3113
2024-09-03,209.171
2024-09-04,208.9043
2024-09-05,210.0836
2024-09-06,209.5018
2024-09-09,208.709
2024-09-10,211.8353
2024-09-11,210.1111
2024-09-12,211.2842
2024-09-13,212.6824
2024-09-16,213.118
2024-09-17,212.8713
2024-09-18,212.1974
2024-09-19,211.2903
2024-09-20,212.0753
2024-09-23,213.6607
2024-09-24,212.9454
2024-09-25,213.2071
2024-09-26,212.393
2024-09-27,213.8245
2024-09-30,213.8541
2024-10-01,214.2759
2024-10-03,211.1073
2024-10-04,210.645
2024-10-07,205.9307
2024-10-08,209.7125
2024-10-09,211.4618
2024-10-10,211.2075
2024-10-11,211.8682
2024-10-14,212.7061
2024-10-15,214.6767
2024-10-16,214.6138
2024-10-17,212.5836
2024-10-18,212.4258
2024-10-21,209.1812
2024-10-22,204.119
2024-10-23,204.1604
2024-10-24,202.3794
2024-10-25,199.0257
2024-10-28,198.762
2024-10-29,199.6621
2024-10-30,201.17
2024-10-31,204.7065
2024-11-04,204.1821
2024-11-05,203.8845
2024-11-06,205.5932
2024-11-07,204.9185
2024-11-08,202.8558
2024-11-11,201.1783
2024-11-12,198.665
2024-11-13,194.6035
2024-11-14,195.8825
2024-11-18,194.9632
2024-11-19,196.9149
2024-11-21,196.0174
2024-11-22,196.9679
2024-11-25,201.2427
2024-11-26,201.5981
2024-11-27,202.2303
2024-11-28,202.2046
2024-11-29,203.2298
2024-11-30,203.2306
2024-12-02,203.0662
2024-12-03,205.6142
2024-12-04,206.8799
2024-12-05,206.9634
2024-12-06,207.7793
2024-12-09,209.1188
2024-12-10,210.1936
2024-12-11,210.4887
2024-12-12,209.1364
2024-12-13,209.4705
2024-12-16,209.9361
2024-12-17,209.149
2024-12-18,208.9039
2024-12-19,208.1814
2024-12-20,203.8639
2024-12-23,201.8235
2024-12-24,201.9117
2024-12-26,201.1712
2024-12-27,202.2744
2024-12-30,200.9474
2024-12-31,202.025
2025-01-01,204.0133
2025-01-02,204.958
2025-01-03,204.7473
2025-01-06,199.9325
2025-01-07,201.51
2025-01-08,199.1083
2025-01-09,197.3978
2025-01-10,194.0951
2025-01-13,187.9708
2025-01-14,189.4394
2025-01-15,190.2908
2025-01-16,191.5461
2025-01-17,190.5474
2025-01-20,191.8699
2025-01-21,189.0302
2025-01-22,186.9925
2025-01-23,187.6026
2025-01-24,184.8357
2025-01-27,181.1505
2025-01-28,179.9981
2025-01-29,184.474
2025-01-30,183.9481
2025-01-31,185.8927
2025-02-03,186.5887
2025-02-04,187.7402
2025-02-05,188.0012
2025-02-06,188.2236
2025-02-07,186.6001
2025-02-10,183.4947
2025-02-11,178.8097
2025-02-12,178.0673
2025-02-13,177.2214
2025-02-14,173.7027
2025-02-17,172.6017
2025-02-18,170.6351
2025-02-19,172.8542
2025-02-20,173.7251
2025-02-21,173.194
2025-02-24,171.0281
2025-02-25,170.5772
2025-02-27,169.2761
2025-02-28,167.2753
2025-03-03,166.5363
2025-03-04,167.4144
2025-03-05,170.5378
2025-03-06,173.0546
2025-03-07,173.6464
2025-03-10,171.8878
2025-03-11,170.8118
2025-03-12,170.9127
2025-03-13,170.4454
2025-03-17,170.8415
2025-03-18,174.3065
2025-03-19,176.277
2025-03-20,177.2546
2025-03-21,179.8765
2025-03-24,181.6626
2025-03-25,181.1499
2025-03-26,178.8617
2025-03-27,178.6535
2025-03-28,178.5548
2025-03-31,178.5628
2025-04-01,178.3073
2025-04-02,180.504
2025-04-03,181.0205
2025-04-04,176.8853
2025-04-07,171.893
2025-04-08,174.6198
2025-04-09,173.4024
2025-04-11,177.359
2025-04-15,181.4688
2025-04-16,182.6797
2025-04-17,183.494
2025-04-21,186.1086
2025-04-22,187.4594
2025-04-23,187.4918
2025-04-24,187.4442
2025-04-25,184.3892
2025-04-28,184.7984
2025-04-29,184.4749
2025-04-30,181.8527
2025-05-02,181.6763
2025-05-05,183.67
2025-05-06,180.8742
2025-05-07,182.5147
2025-05-08,181.2148
2025-05-09,180.3079
2025-05-12,185.5194
2025-05-13,185.9199
2025-05-14,188.3401
2025-05-15,189.7716
2025-05-16,190.5543
2025-05-19,192.0015
2025-05-20,190.162
2025-05-21,190.2708
2025-05-22,190.2297
2025-05-23,190.7428
2025-05-26,192.0116
2025-05-27,191.6915
2025-05-28,192.2322
2025-05-29,192.4906
2025-05-30,192.6772
2025-05-31,192.6784
2025-06-02,193.0141
2025-06-03,193.3558
2025-06-04,193.3241
2025-06-05,193.4622
2025-06-06,194.4367
2025-06-09,196.2268
2025-06-10,196.3203
2025-06-11,196.3155
2025-06-12,194.3159
2025-06-13,193.8702
2025-06-16,194.3117
2025-06-17,194.4976
2025-06-18,194.7498
2025-06-19,192.1535
2025-06-20,192.5872
2025-06-23,192.973
2025-06-24,194.4838
2025-06-25,197.4405
2025-06-26,197.2286
2025-06-27,198.0688
2025-06-30,200.3178
2025-07-01,200.2672
2025-07-02,199.3409
2025-07-03,200.0186
2025-07-04,200.6762
2025-07-07,200.3235
2025-07-08,200.4396
2025-07-09,201.3287
2025-07-10,201.5985
2025-07-11,201.2606
2025-07-14,202.0189
2025-07-15,203.9268
2025-07-16,203.6835
2025-07-17,204.9043
2025-07-18,204.0356
2025-07-21,203.8028
2025-07-22,203.3714
2025-07-23,203.9043
2025-07-24,202.721
2025-07-25,199.4349
2025-07-28,197.4629
2025-07-29,197.8146
2025-07-30,198.4508
2025-07-31,197.489
2025-08-01,194.9548
2025-08-04,195.6536
2025-08-05,194.9731
2025-08-06,193.5756
2025-08-07,193.0064
2025-08-08,191.9575
2025-08-11,193.1584
2025-08-12,192.705
2025-08-13,192.9222
2025-08-14,193.4131
2025-08-18,196.9203
2025-08-19,198.0389
2025-08-20,198.8477
2025-08-21,200.0554
2025-08-22,199.1156
2025-08-25,198.7805
2025-08-26,195.5946
2025-08-28,194.4893
2025-08-29,193.7532
2025-08-31,193.7537
2025-09-01,195.7343
2025-09-02,196.2367
2025-09-03,197.6325
2025-09-04,197.6887
2025-09-05,197.5939
2025-09-08,197.448
2025-09-09,198.2444
2025-09-10,198.7075
2025-09-11,198.9835
2025-09-12,199.0716
2025-09-15,200.0967
2025-09-16,201.1795
2025-09-17,201.82
2025-09-18,201.5447
2025-09-19,201.306
2025-09-22,200.2539
2025-09-23,199.4573
2025-09-24,198.8861
2025-09-25,197.3447
2025-09-26,194.0973
2025-09-30,193.8822
2025-10-01,195.0856
2025-10-03,196.2965
2025-10-06,196.5483
2025-10-07,196.4294
2025-10-08,195.8587
2025-10-09,195.0376
2025-10-10,195.1185
2025-10-13,194.5364
2025-10-14,193.3975
2025-10-15,194.7
2025-10-16,196.9521
2025-10-17,197.1075
2025-10-20,197.5258
2025-10-23,198.7521
2025-10-24,198.4115
2025-10-27,199.7965
2025-10-28,200.6348
2025-10-29,201.0375
2025-10-30,200.5185
2025-10-31,199.8234
2025-11-03,200.9709
2025-11-04,200.4678
2025-11-06,197.8032
2025-11-07,197.315
2025-11-10,196.2451
2025-11-11,196.4486
2025-11-12,196.884
2025-11-13,196.5465
2025-11-14,197.0676
2025-11-17,197.9212
2025-11-18,196.9478
2025-11-19,196.528
2025-11-20,196.0732
2025-11-21,194.2517
2025-11-24,193.9092
2025-11-25,194.2042
2025-11-26,195.8555
2025-11-27,195.149
2025-11-28,194.9784
2025-11-30,194.979
2025-12-01,195.3626
2025-12-02,194.4312
2025-12-03,194.3355
2025-12-04,193.4599
2025-12-05,193.1451
2025-12-08,190.1591
2025-12-09,191.3573
2025-12-10,191.2557
2025-12-11,191.4952
2025-12-12,192.3377
2025-12-15,193.1325
2025-12-16,191.3143
2025-12-17,190.0621
2025-12-18,189.542
2025-12-19,191.1157
2025-12-22,192.2573
2025-12-23,193.2652
2025-12-24,193.2848
2025-12-26,192.5913
2025-12-29,192.541
2025-12-30,191.9501
2025-12-31,193.7724
2026-01-01,193.6417
2026-01-02,194.574
2026-01-05,194.3786
2026-01-06,193.7027
2026-01-07,193.3173
2026-01-08,190.16
2026-01-09,187.0971
2026-01-12,186.1837
2026-01-13,187.6594
2026-01-14,187.3375
2026-01-16,186.9719
2026-01-19,185.4042
2026-01-20,181.835
2026-01-21,181.5325
2026-01-22,182.7544
2026-01-23,179.8035
2026-01-27,179.5515
2026-01-28,181.0873
2026-01-29,179.9408
2026-01-30,183.3021
2026-01-31,183.301
2026-02-02,180.5424
2026-02-03,186.7009
2026-02-04,186.7774
2026-02-05,185.6949
2026-02-06,184.627
2026-02-09,188.469
2026-02-10,189.019
2026-02-11,189.7464
2026-02-12,189.6029
2026-02-13,187.236
2026-02-16,185.8471
2026-02-17,187.6437
2026-02-18,188.2128
2026-02-19,186.6666
2026-02-20,186.2228
2026-02-23,187.5721
2026-02-24,186.208
2026-02-25,186.0488
2026-02-26,186.095
2026-02-27,184.7581
2026-02-28,184.7579
2026-03-02,181.3175
2026-03-04,177.9961
2026-03-05,179.3239
2026-03-06,178.9784
2026-03-09,175.7742
2026-03-10,178.8419
2026-03-11,178.3891
2026-03-12,177.9888
2026-03-13,173.9754
2026-03-16,173.8198
2026-03-17,174.0628
2026-03-18,177.4908
2026-03-19,173.9004
2026-03-20,174.6205
2026-03-23,169.1091
2026-03-24,172.0049
2026-03-25,175.4211
2026-03-27,172.4739
2026-03-30,169.3708
2026-03-31,169.3706
2026-04-01,173.782
2026-04-02,173.8471
2026-04-06,174.9151
2026-04-07,174.8342
2026-04-08,180.5783
2026-04-09,181.2455
2026-04-10,184.6967
2026-04-13,184.3491
2026-04-15,187.2786
2026-04-16,188.3316
2026-04-17,190.5242
2026-04-20,191.0583
2026-04-21,192.6397
2026-04-22,194.1928
2026-04-23,193.0317
2026-04-24,191.0425
2026-04-27,193.8317
2026-04-28,193.4843
2026-04-29,194.1523
2026-04-30,193.4131
2026-05-04,195.4469
2026-05-05,194.5618
2026-05-06,196.0036
2026-05-07,197.4753
2026-05-08,196.8821
2026-05-11,195.586
2026-05-12,190.6152
2026-05-13,190.464
2026-05-14,189.9345
2026-05-15,190.2405
2026-05-18,187.9126
2026-05-19,189.5553
2026-05-20,189.8661
2026-05-21,191.7575
2026-05-22,192.1227
2026-05-25,193.5599
2026-05-26,194.2258
2026-05-27,195.0501
2026-05-29,193.6848
2026-05-31,193.6836
2026-06-01,192.3195
2026-06-02,193.1295
2026-06-03,194.081
2026-06-04,194.522
2026-06-05,194.7547
2026-06-08,191.9092
2026-06-09,194.3813
2026-06-10,193.4371
2026-06-11,192.6722
2026-06-12,196.5577
2026-06-15,198.032
2026-06-16,198.6152
2026-06-17,199.8302
2026-06-18,200.9565
2026-06-19,202.0761
2026-06-22,204.1263
2026-06-23,203.5443
2013-01-02,15.0253
2013-01-03,15.0737
2013-01-04,15.0702
2013-01-07,15.0913
2013-01-08,15.1146
2013-01-09,15.0517
2013-01-10,15.0619
2013-01-11,14.8886
2013-01-14,14.9767
2013-01-15,14.9813
2013-01-16,14.8752
2013-01-17,14.8214
2013-01-18,14.7954
2013-01-21,14.7538
2013-01-22,14.7072
2013-01-23,14.6961
2013-01-24,14.6124
2013-01-25,14.7695
2013-01-28,14.7769
2013-01-29,14.7946
2013-01-30,14.7706
2013-01-31,14.7326
2013-02-01,14.6961
2013-02-04,14.7065
2013-02-05,14.6435
2013-02-06,14.7026
2013-02-07,14.6822
2013-02-08,14.6145
2013-02-11,14.5489
2013-02-12,14.5546
2013-02-13,14.6106
2013-02-14,14.5047
2013-02-15,14.4666
2013-02-18,14.4915
2013-02-19,14.6114
2013-02-20,14.6159
2013-02-21,14.4163
2013-02-22,14.4423
2013-02-25,14.401
2013-02-26,14.2049
2013-02-27,14.2879
2013-02-28,14.1092
2013-03-01,14.238
2013-03-04,14.1535
2013-03-05,14.3051
2013-03-06,14.3669
2013-03-07,14.4921
2013-03-08,14.6971
2013-03-11,14.7309
2013-03-12,14.69
2013-03-13,14.5384
2013-03-14,14.6688
2013-03-15,14.6503
2013-03-18,14.5716
2013-03-19,14.3756
2013-03-20,14.1918
2013-03-21,14.1287
2013-03-22,14.0638
2013-03-25,14.0211
2013-03-26,14.0945
2013-03-28,14.1991
2013-04-01,14.231
2013-04-02,14.3768
2013-04-03,14.2929
2013-04-04,14.0601
2013-04-05,14.0479
2013-04-07,0.0
2013-04-08,14.0224
2013-04-09,13.9389
2013-04-10,13.9826
2013-04-11,14.0994
2013-04-12,14.0426
2013-04-15,13.985
2013-04-16,14.2436
2013-04-17,14.267
2013-04-18,14.4401
2013-04-22,14.6259
2013-04-23,14.5801
2013-04-25,14.7586
2013-04-26,14.7058
2013-04-29,14.8289
2013-04-30,14.8945
2013-05-02,15.1032
2013-05-03,15.0518
2013-05-06,15.1497
2013-05-07,15.2704
2013-05-08,15.3597
2013-05-09,15.2634
2013-05-10,15.3358
2013-05-13,15.1284
2013-05-14,15.2336
2013-05-15,15.5617
2013-05-16,15.5917
2013-05-17,15.6811
2013-05-20,15.5963
2013-05-21,15.4753
2013-05-22,15.4089
2013-05-23,15.2194
2013-05-24,15.3594
2013-05-27,15.508
2013-05-28,15.5632
2013-05-29,15.5996
2013-05-30,15.6604
2013-05-31,15.4335
2013-06-03,15.2578
2013-06-04,15.2142
2013-06-05,15.2456
2013-06-06,15.2391
2013-06-07,15.2015
2013-06-10,15.1368
2013-06-11,14.9065
2013-06-12,14.8527
2013-06-13,14.6936
2013-06-14,14.8852
2013-06-17,14.9613
2013-06-18,14.9532
2013-06-19,15.0209
2013-06-20,14.7284
2013-06-21,14.7306
2013-06-24,14.4707
2013-06-25,14.4939
2013-06-26,14.4661
2013-06-27,14.5856
2013-06-28,14.9322
2013-07-01,15.0643
2013-07-02,15.0405
2013-07-03,14.8874
2013-07-04,15.0843
2013-07-05,15.1472
2013-07-08,15.0639
2013-07-09,15.2741
2013-07-10,15.273
2013-07-11,15.4709
2013-07-12,15.6022
2013-07-15,15.661
2013-07-16,15.4107
2013-07-17,15.3551
2013-07-18,15.4558
2013-07-19,15.3425
2013-07-22,15.3172
2013-07-23,15.3502
2013-07-24,15.1837
2013-07-25,15.0259
2013-07-26,15.025
2013-07-29,14.9306
2013-07-30,14.806
2013-07-31,14.7567
2013-08-01,14.7515
2013-08-02,14.6639
2013-08-05,14.6753
2013-08-06,14.3633
2013-08-07,14.2345
2013-08-08,14.3894
2013-08-12,14.5806
2013-08-13,14.7677
2013-08-14,14.803
2013-08-16,14.3818
2013-08-19,14.102
2013-08-20,13.9956
2013-08-21,13.8249
2013-08-22,13.8944
2013-08-23,14.066
2013-08-26,14.1695
2013-08-27,13.7614
2013-08-28,13.6318
2013-08-29,13.8991
2013-08-30,14.1497
2013-09-02,14.2365
2013-09-03,13.9014
2013-09-04,14.0106
2013-09-05,14.3129
2013-09-06,14.4284
2013-09-10,14.8613
2013-09-11,14.9458
2013-09-12,14.8835
2013-09-13,14.8914
2013-09-16,14.8783
2013-09-17,14.9042
2013-09-18,14.9935
2013-09-19,15.3962
2013-09-20,15.2064
2013-09-23,14.9949
2013-09-24,15.0645
2013-09-25,14.9967
2013-09-26,14.9804
2013-09-27,14.9389
2013-09-30,14.8343
2013-10-01,14.9575
2013-10-03,15.1916
2013-10-04,15.2672
2013-10-07,15.3439
2013-10-08,15.3869
2013-10-09,15.6088
2013-10-10,15.6447
2013-10-11,15.7415
2013-10-14,15.7324
2013-10-15,15.679
2013-10-17,15.5453
2013-10-18,15.7809
2013-10-21,15.8894
2013-10-22,15.877
2013-10-23,15.8677
2013-10-24,15.9415
2013-10-25,15.8675
2013-10-28,15.8194
2013-10-29,16.1585
2013-10-30,16.1802
2013-10-31,16.2736
2013-11-01,16.2955
2013-11-05,16.2853
2013-11-06,16.3485
2013-11-07,16.3104
2013-11-08,16.2705
2013-11-11,16.24
2013-11-12,16.237
2013-11-13,16.17
2013-11-14,16.2613
2013-11-18,16.5226
2013-11-19,16.5334
2013-11-20,16.444
2013-11-21,16.1933
2013-11-22,16.2897
2013-11-25,16.5718
2013-11-26,16.6084
2013-11-27,16.6986
2013-11-28,16.7602
2013-11-29,16.8709
2013-12-02,17.0194
2013-12-03,17.0192
2013-12-04,16.8619
2013-12-05,16.979
2013-12-06,17.0086
2013-12-09,17.1451
2013-12-10,17.1309
2013-12-11,17.1614
2013-12-12,17.1221
2013-12-13,16.9744
2013-12-16,16.9674
2013-12-17,16.9528
2013-12-18,17.1442
2013-12-19,17.1041
2013-12-20,17.3408
2013-12-23,17.3223
2013-12-24,17.2848
2013-12-26,17.2918
2013-12-27,17.4295
2013-12-30,17.3906
2013-12-31,17.4279
2014-01-01,17.4606
2014-01-02,17.2465
2014-01-03,17.3062
2014-01-06,17.3726
2014-01-07,17.3428
2014-01-08,17.4401
2014-01-09,17.3968
2014-01-10,17.347
2014-01-13,17.4915
2014-01-14,17.4504
2014-01-15,17.6156
2014-01-16,17.5559
2014-01-17,17.2904
2014-01-20,17.432
2014-01-21,17.4136
2014-01-22,17.4253
2014-01-23,17.459
2014-01-24,17.2293
2014-01-27,16.949
2014-01-28,16.9029
2014-01-29,16.9315
2014-01-30,16.8303
2014-01-31,16.9655
2014-02-03,16.8643
2014-02-04,16.886
2014-02-05,16.9623
2014-02-06,16.9746
2014-02-07,17.0349
2014-02-10,17.0094
2014-02-11,17.0838
2014-02-12,17.1504
2014-02-13,16.9622
2014-02-14,17.0933
2014-02-17,17.1245
2014-02-18,17.3448
2014-02-19,17.4558
2014-02-20,17.3602
2014-02-21,17.534
2014-02-24,17.6829
2014-02-25,17.7507
2014-02-26,17.8435
2014-02-28,17.9986
2014-03-03,17.9248
2014-03-04,18.0637
2014-03-05,18.1757
2014-03-06,18.338
2014-03-07,18.4912
2014-03-10,18.5498
2014-03-11,18.5457
2014-03-12,18.6535
2014-03-13,18.6354
2014-03-14,18.6636
2014-03-18,18.7905
2014-03-19,18.8426
2014-03-20,18.8054
2014-03-21,18.8267
2014-03-24,19.0559
2014-03-25,19.1559
2014-03-26,19.1321
2014-03-27,19.1714
2014-03-28,19.3006
2014-03-31,19.4192
2014-04-01,19.2809
2014-04-02,19.3511
2014-04-03,19.3331
2014-04-04,19.2274
2014-04-07,19.227
2014-04-09,19.4787
2014-04-10,19.5023
2014-04-11,19.4665
2014-04-15,19.4304
2014-04-16,19.2266
2014-04-17,19.4383
2014-04-21,19.5891
2014-04-22,19.6741
2014-04-23,19.8523
2014-04-25,19.6863
2014-04-28,19.7565
2014-04-29,19.6588
2014-04-30,19.5769
2014-05-02,19.6001
2014-05-05,19.615
2014-05-06,19.6623
2014-05-07,19.6396
2014-05-08,19.706
2014-05-09,20.0994
2014-05-12,20.4204
2014-05-13,20.553
2014-05-14,20.4753
2014-05-15,20.4944
2014-05-16,20.6892
2014-05-19,20.9973
2014-05-20,21.1322
2014-05-21,21.2438
2014-05-22,21.4746
2014-05-23,21.6334
